item,n,pearson_r,pearson_p,spearman_r,spearman_p
5.56x45mm M995,2186.0,0.42352584950026295,7.0963288982562e-96,0.2292174659662064,1.8735540289663783e-27
6.8x51mm Hybrid,2186.0,0.511348960577398,5.970560840496415e-146,0.3152986561808759,1.184863300131251e-51
7.62x39mm AP,2186.0,0.3765980839154438,1.316474660706776e-74,0.35535834463403165,4.5603984273718337e-66
7.62x51mm M62,2186.0,0.6937891130795854,1.09583195876e-313,0.4469749120249176,7.620094433833627e-108
7.62x54R BT,2186.0,0.42334620679531043,8.692189827744342e-96,0.3323018991219328,1.6472124587609036e-57
9x19mm PBP,2186.0,-0.25175457611548135,5.963148384738764e-33,-0.24085214698305052,3.2064094290251195e-30
9x39mm BP,2186.0,0.4985784216564512,9.94525574916372e-138,0.25324743475282147,2.4607109444910307e-33
