lag,ssr_ftest_pvalue,ssr_ftest_stat
1.0,0.9259732997835469,0.008633013345884828
2.0,0.9387417523343964,0.06321516767333245
3.0,0.9097208168144498,0.1804418711688544
4.0,0.96877502748648,0.1367234847001034
5.0,0.9893984248605441,0.11369684585209908
6.0,0.43735986011914063,0.9792043962912401
7.0,0.548933131557137,0.8459726424475094
8.0,0.6409172766095408,0.7570481927843424
9.0,0.7331357968652299,0.6741516891527218
10.0,0.7787155589850057,0.6420886167698143
11.0,0.84830960607387,0.5781076081484025
12.0,0.8087095300550387,0.6409468042999218
