lag_intervals,corr,n,lag_minutes,lag_hours
-144.0,0.40213556483378327,12587.0,-1440.0,-24.0
-143.0,0.4025379265184461,12588.0,-1430.0,-23.833333333333332
-142.0,0.40296652353135565,12589.0,-1420.0,-23.666666666666668
-141.0,0.40328042995314517,12590.0,-1410.0,-23.5
-140.0,0.40372438922894066,12591.0,-1400.0,-23.333333333333332
-139.0,0.4051317360129927,12592.0,-1390.0,-23.166666666666668
-138.0,0.4057429585707944,12593.0,-1380.0,-23.0
-137.0,0.40632179635390364,12594.0,-1370.0,-22.833333333333332
-136.0,0.40695494214767214,12595.0,-1360.0,-22.666666666666668
-135.0,0.4074874435416835,12596.0,-1350.0,-22.5
-134.0,0.40806314792146564,12597.0,-1340.0,-22.333333333333332
-133.0,0.4089511059806313,12598.0,-1330.0,-22.166666666666668
-132.0,0.4096022963677794,12599.0,-1320.0,-22.0
-131.0,0.4105286567883858,12600.0,-1310.0,-21.833333333333332
-130.0,0.4112135369927713,12601.0,-1300.0,-21.666666666666668
-129.0,0.41202685004559614,12602.0,-1290.0,-21.5
-128.0,0.41282570688481574,12603.0,-1280.0,-21.333333333333332
-127.0,0.4135597804288937,12604.0,-1270.0,-21.166666666666668
-126.0,0.41453209183975986,12605.0,-1260.0,-21.0
-125.0,0.4152262534681159,12606.0,-1250.0,-20.833333333333332
-124.0,0.41612537169459785,12607.0,-1240.0,-20.666666666666668
-123.0,0.4175560473401489,12608.0,-1230.0,-20.5
-122.0,0.4185552744109152,12609.0,-1220.0,-20.333333333333332
-121.0,0.4194471552981203,12610.0,-1210.0,-20.166666666666668
-120.0,0.4203177706533989,12611.0,-1200.0,-20.0
-119.0,0.4215726670862513,12612.0,-1190.0,-19.833333333333332
-118.0,0.42284975873853914,12613.0,-1180.0,-19.666666666666668
-117.0,0.4241017482328211,12614.0,-1170.0,-19.5
-116.0,0.4254062165697217,12615.0,-1160.0,-19.333333333333332
-115.0,0.4265573392136526,12615.0,-1150.0,-19.166666666666668
-114.0,0.42739943397761165,12615.0,-1140.0,-19.0
-113.0,0.42890227904981876,12615.0,-1130.0,-18.833333333333332
-112.0,0.4301661518332652,12615.0,-1120.0,-18.666666666666668
-111.0,0.4314957790506602,12615.0,-1110.0,-18.5
-110.0,0.4327852816701086,12615.0,-1100.0,-18.333333333333332
-109.0,0.43418667319050863,12615.0,-1090.0,-18.166666666666668
-108.0,0.4356394245597222,12615.0,-1080.0,-18.0
-107.0,0.4368554703407863,12615.0,-1070.0,-17.833333333333332
-106.0,0.4378321850581915,12615.0,-1060.0,-17.666666666666668
-105.0,0.43813717026691046,12616.0,-1050.0,-17.5
-104.0,0.43892245611974756,12617.0,-1040.0,-17.333333333333332
-103.0,0.4395692355579428,12618.0,-1030.0,-17.166666666666668
-102.0,0.43992942140254065,12620.0,-1020.0,-17.0
-101.0,0.4402430263738071,12622.0,-1010.0,-16.833333333333332
-100.0,0.4401524267364399,12624.0,-1000.0,-16.666666666666668
-99.0,0.4398525568116552,12626.0,-990.0,-16.5
-98.0,0.43947179416867194,12628.0,-980.0,-16.333333333333332
-97.0,0.438778617001654,12630.0,-970.0,-16.166666666666668
-96.0,0.43795827052459113,12632.0,-960.0,-16.0
-95.0,0.4369682440451917,12634.0,-950.0,-15.833333333333334
-94.0,0.43610894585306786,12636.0,-940.0,-15.666666666666666
-93.0,0.4352507424381576,12638.0,-930.0,-15.5
-92.0,0.4342584833413174,12640.0,-920.0,-15.333333333333334
-91.0,0.4333462007979293,12642.0,-910.0,-15.166666666666666
-90.0,0.4323875601403227,12644.0,-900.0,-15.0
-89.0,0.4314566906863631,12646.0,-890.0,-14.833333333333334
-88.0,0.4305381017602252,12648.0,-880.0,-14.666666666666666
-87.0,0.4296381592581862,12650.0,-870.0,-14.5
-86.0,0.4286862269611002,12653.0,-860.0,-14.333333333333334
-85.0,0.4277411938101954,12656.0,-850.0,-14.166666666666666
-84.0,0.4267902384538447,12659.0,-840.0,-14.0
-83.0,0.42586486601987183,12662.0,-830.0,-13.833333333333334
-82.0,0.42487891780324105,12665.0,-820.0,-13.666666666666666
-81.0,0.42394341936207797,12668.0,-810.0,-13.5
-80.0,0.4230413385845325,12671.0,-800.0,-13.333333333333334
-79.0,0.42226314404039794,12674.0,-790.0,-13.166666666666666
-78.0,0.4216155874158451,12677.0,-780.0,-13.0
-77.0,0.4206337655499409,12680.0,-770.0,-12.833333333333334
-76.0,0.41976146612202064,12683.0,-760.0,-12.666666666666666
-75.0,0.4189442950624696,12686.0,-750.0,-12.5
-74.0,0.4179360551972049,12689.0,-740.0,-12.333333333333334
-73.0,0.41753022526459643,12692.0,-730.0,-12.166666666666666
-72.0,0.417029086934421,12695.0,-720.0,-12.0
-71.0,0.41675906475504565,12698.0,-710.0,-11.833333333333334
-70.0,0.41581741177034026,12701.0,-700.0,-11.666666666666666
-69.0,0.41499060890640055,12704.0,-690.0,-11.5
-68.0,0.41424077831466055,12707.0,-680.0,-11.333333333333334
-67.0,0.41332879504598424,12710.0,-670.0,-11.166666666666666
-66.0,0.4125137104283214,12713.0,-660.0,-11.0
-65.0,0.4117590788424022,12716.0,-650.0,-10.833333333333334
-64.0,0.4109673976836226,12719.0,-640.0,-10.666666666666666
-63.0,0.41019782940277005,12722.0,-630.0,-10.5
-62.0,0.40952640208365165,12725.0,-620.0,-10.333333333333334
-61.0,0.40886752913989155,12728.0,-610.0,-10.166666666666666
-60.0,0.40821124404126347,12731.0,-600.0,-10.0
-59.0,0.4076345216602117,12734.0,-590.0,-9.833333333333334
-58.0,0.4064575737249074,12737.0,-580.0,-9.666666666666666
-57.0,0.40554078604321764,12740.0,-570.0,-9.5
-56.0,0.4054617640547951,12743.0,-560.0,-9.333333333333334
-55.0,0.40527331611873785,12746.0,-550.0,-9.166666666666666
-54.0,0.40526440073906883,12749.0,-540.0,-9.0
-53.0,0.40523251050643116,12752.0,-530.0,-8.833333333333334
-52.0,0.4053621732247937,12755.0,-520.0,-8.666666666666666
-51.0,0.4055586669269309,12758.0,-510.0,-8.5
-50.0,0.4060622059639048,12761.0,-500.0,-8.333333333333334
-49.0,0.406143076909742,12765.0,-490.0,-8.166666666666666
-48.0,0.4066902069458297,12769.0,-480.0,-8.0
-47.0,0.4072821128756211,12773.0,-470.0,-7.833333333333333
-46.0,0.4076711909606896,12777.0,-460.0,-7.666666666666667
-45.0,0.4083928445647161,12781.0,-450.0,-7.5
-44.0,0.409157041283391,12785.0,-440.0,-7.333333333333333
-43.0,0.40993228223959466,12789.0,-430.0,-7.166666666666667
-42.0,0.4100202024134183,12793.0,-420.0,-7.0
-41.0,0.4108868967584018,12797.0,-410.0,-6.833333333333333
-40.0,0.4115049765889215,12801.0,-400.0,-6.666666666666667
-39.0,0.4121925632806647,12805.0,-390.0,-6.5
-38.0,0.4127459841231035,12809.0,-380.0,-6.333333333333333
-37.0,0.41319062173812693,12813.0,-370.0,-6.166666666666667
-36.0,0.413541223873258,12817.0,-360.0,-6.0
-35.0,0.41383446240559546,12821.0,-350.0,-5.833333333333333
-34.0,0.4141617809774206,12825.0,-340.0,-5.666666666666667
-33.0,0.4144299012461118,12829.0,-330.0,-5.5
-32.0,0.41450300660637085,12833.0,-320.0,-5.333333333333333
-31.0,0.41454019352646554,12837.0,-310.0,-5.166666666666667
-30.0,0.41476347481090475,12841.0,-300.0,-5.0
-29.0,0.4148189998181869,12845.0,-290.0,-4.833333333333333
-28.0,0.4149117384131402,12850.0,-280.0,-4.666666666666667
-27.0,0.4149614660893506,12855.0,-270.0,-4.5
-26.0,0.4150780540922855,12861.0,-260.0,-4.333333333333333
-25.0,0.4152007517118188,12867.0,-250.0,-4.166666666666667
-24.0,0.41508073790534183,12873.0,-240.0,-4.0
-23.0,0.41519666136601013,12879.0,-230.0,-3.8333333333333335
-22.0,0.4153418285741863,12885.0,-220.0,-3.6666666666666665
-21.0,0.4155147133199655,12891.0,-210.0,-3.5
-20.0,0.41567486151663463,12897.0,-200.0,-3.3333333333333335
-19.0,0.4158738541930557,12903.0,-190.0,-3.1666666666666665
-18.0,0.4160093454101222,12909.0,-180.0,-3.0
-17.0,0.4162356255903939,12916.0,-170.0,-2.8333333333333335
-16.0,0.4165537049632188,12923.0,-160.0,-2.6666666666666665
-15.0,0.4168519019678695,12930.0,-150.0,-2.5
-14.0,0.41730223665095056,12938.0,-140.0,-2.3333333333333335
-13.0,0.4177905392713629,12946.0,-130.0,-2.1666666666666665
-12.0,0.41819826003441085,12955.0,-120.0,-2.0
-11.0,0.4186235785453641,12964.0,-110.0,-1.8333333333333333
-10.0,0.4191795736700243,12973.0,-100.0,-1.6666666666666667
-9.0,0.4196318593990147,12982.0,-90.0,-1.5
-8.0,0.4202203873491663,12991.0,-80.0,-1.3333333333333333
-7.0,0.42086565411382104,13000.0,-70.0,-1.1666666666666667
-6.0,0.42144013517136414,13009.0,-60.0,-1.0
-5.0,0.42201202881610383,13018.0,-50.0,-0.8333333333333334
-4.0,0.42248649842226627,13027.0,-40.0,-0.6666666666666666
-3.0,0.42293069785859283,13037.0,-30.0,-0.5
-2.0,0.4235214619048383,13048.0,-20.0,-0.3333333333333333
-1.0,0.42406757186494254,13059.0,-10.0,-0.16666666666666666
0.0,0.42453175376526175,13070.0,0.0,0.0
1.0,0.4251313262893624,13059.0,10.0,0.16666666666666666
2.0,0.42556485190998916,13048.0,20.0,0.3333333333333333
3.0,0.4261433635588518,13037.0,30.0,0.5
4.0,0.4267282750301334,13027.0,40.0,0.6666666666666666
5.0,0.42724769976090893,13018.0,50.0,0.8333333333333334
6.0,0.4275786979128993,13009.0,60.0,1.0
7.0,0.4283051243790417,13000.0,70.0,1.1666666666666667
8.0,0.42886142067119504,12991.0,80.0,1.3333333333333333
9.0,0.429250952435446,12982.0,90.0,1.5
10.0,0.42992667194346834,12973.0,100.0,1.6666666666666667
11.0,0.43050441279715074,12964.0,110.0,1.8333333333333333
12.0,0.4311882661047971,12955.0,120.0,2.0
13.0,0.431903717361568,12946.0,130.0,2.1666666666666665
14.0,0.43257176573402933,12938.0,140.0,2.3333333333333335
15.0,0.43314129839840637,12930.0,150.0,2.5
16.0,0.4338631949907031,12923.0,160.0,2.6666666666666665
17.0,0.43463365194242876,12916.0,170.0,2.8333333333333335
18.0,0.43546332037634494,12909.0,180.0,3.0
19.0,0.4362451387153943,12903.0,190.0,3.1666666666666665
20.0,0.4370937779981267,12897.0,200.0,3.3333333333333335
21.0,0.4380894861648977,12891.0,210.0,3.5
22.0,0.43900614371050173,12885.0,220.0,3.6666666666666665
23.0,0.4402336558276838,12879.0,230.0,3.8333333333333335
24.0,0.4414291133551739,12873.0,240.0,4.0
25.0,0.4427218145026997,12867.0,250.0,4.166666666666667
26.0,0.44397845066956204,12861.0,260.0,4.333333333333333
27.0,0.44538515156917163,12855.0,270.0,4.5
28.0,0.4467216723741548,12850.0,280.0,4.666666666666667
29.0,0.4481091457076669,12845.0,290.0,4.833333333333333
30.0,0.4492215219647258,12841.0,300.0,5.0
31.0,0.45067553473733096,12837.0,310.0,5.166666666666667
32.0,0.4519417591720162,12833.0,320.0,5.333333333333333
33.0,0.45339545228295947,12829.0,330.0,5.5
34.0,0.4548416066917648,12825.0,340.0,5.666666666666667
35.0,0.45626108378580676,12821.0,350.0,5.833333333333333
36.0,0.4576041857755283,12817.0,360.0,6.0
37.0,0.45909308802881366,12813.0,370.0,6.166666666666667
38.0,0.46035225448146483,12809.0,380.0,6.333333333333333
39.0,0.46133760018005054,12805.0,390.0,6.5
40.0,0.4622712140736013,12801.0,400.0,6.666666666666667
41.0,0.463073246204165,12797.0,410.0,6.833333333333333
42.0,0.46364767952915337,12793.0,420.0,7.0
43.0,0.4640504078386137,12789.0,430.0,7.166666666666667
44.0,0.46424571870022635,12785.0,440.0,7.333333333333333
45.0,0.46405131467197225,12781.0,450.0,7.5
46.0,0.46383443126333396,12777.0,460.0,7.666666666666667
47.0,0.46326420731391826,12773.0,470.0,7.833333333333333
48.0,0.4625714756631463,12769.0,480.0,8.0
49.0,0.4617061296402656,12765.0,490.0,8.166666666666666
50.0,0.46068916813709965,12761.0,500.0,8.333333333333334
51.0,0.4598137707022686,12758.0,510.0,8.5
52.0,0.458873659648792,12755.0,520.0,8.666666666666666
53.0,0.4579480207222469,12752.0,530.0,8.833333333333334
54.0,0.4571488144425925,12749.0,540.0,9.0
55.0,0.45638062271417723,12746.0,550.0,9.166666666666666
56.0,0.4556556244786539,12743.0,560.0,9.333333333333334
57.0,0.4549556803402758,12740.0,570.0,9.5
58.0,0.4542721172867713,12737.0,580.0,9.666666666666666
59.0,0.45352351660915513,12734.0,590.0,9.833333333333334
60.0,0.4529136220004152,12731.0,600.0,10.0
61.0,0.4521411163771325,12728.0,610.0,10.166666666666666
62.0,0.4513348214886379,12725.0,620.0,10.333333333333334
