lag_intervals,corr,n,lag_minutes,lag_hours
34.0,0.724190330826816,12825.0,340.0,5.666666666666667
35.0,0.7253129685897929,12821.0,350.0,5.833333333333333
36.0,0.7264782568035899,12817.0,360.0,6.0
37.0,0.7276922125768572,12813.0,370.0,6.166666666666667
38.0,0.7286591586917465,12809.0,380.0,6.333333333333333
39.0,0.7293614531042196,12805.0,390.0,6.5
40.0,0.7300309115360494,12801.0,400.0,6.666666666666667
41.0,0.7305177398330781,12797.0,410.0,6.833333333333333
42.0,0.7312629135868638,12793.0,420.0,7.0
43.0,0.7314528030487646,12789.0,430.0,7.166666666666667
44.0,0.7314169914656484,12785.0,440.0,7.333333333333333
45.0,0.7307560109533661,12781.0,450.0,7.5
46.0,0.7305478324581398,12777.0,460.0,7.666666666666667
47.0,0.729786304745802,12773.0,470.0,7.833333333333333
48.0,0.7287042801250923,12769.0,480.0,8.0
49.0,0.7275924227912285,12765.0,490.0,8.166666666666666
50.0,0.726058868636916,12761.0,500.0,8.333333333333334
51.0,0.7244643647011669,12758.0,510.0,8.5
52.0,0.7227599669551584,12755.0,520.0,8.666666666666666
53.0,0.7206260167494067,12752.0,530.0,8.833333333333334
54.0,0.7190485319286506,12749.0,540.0,9.0
55.0,0.7175024076892328,12746.0,550.0,9.166666666666666
56.0,0.715543503987049,12743.0,560.0,9.333333333333334
57.0,0.7134795837410735,12740.0,570.0,9.5
58.0,0.7117225082990377,12737.0,580.0,9.666666666666666
59.0,0.7104247081812082,12734.0,590.0,9.833333333333334
60.0,0.7090305275517451,12731.0,600.0,10.0
61.0,0.7074150571637412,12728.0,610.0,10.166666666666666
62.0,0.7056629454561717,12725.0,620.0,10.333333333333334
63.0,0.7043440456194117,12722.0,630.0,10.5
64.0,0.7029652140175892,12719.0,640.0,10.666666666666666
65.0,0.7013423732869501,12716.0,650.0,10.833333333333334
66.0,0.699922794116364,12713.0,660.0,11.0
67.0,0.6986455469142078,12710.0,670.0,11.166666666666666
68.0,0.6972307505679017,12707.0,680.0,11.333333333333334
69.0,0.6958525320048802,12704.0,690.0,11.5
70.0,0.6948401200517915,12701.0,700.0,11.666666666666666
71.0,0.6935477355110586,12698.0,710.0,11.833333333333334
72.0,0.6922758648473843,12695.0,720.0,12.0
