lag_intervals,corr,n,lag_minutes,lag_hours
-144.0,0.3680486854905533,12587.0,-1440.0,-24.0
-143.0,0.36847684698288785,12588.0,-1430.0,-23.833333333333332
-142.0,0.36891877305211696,12589.0,-1420.0,-23.666666666666668
-141.0,0.3692750509864151,12590.0,-1410.0,-23.5
-140.0,0.3692771152872431,12591.0,-1400.0,-23.333333333333332
-139.0,0.3696457575415012,12592.0,-1390.0,-23.166666666666668
-138.0,0.3701567322076576,12593.0,-1380.0,-23.0
-137.0,0.370624721965047,12594.0,-1370.0,-22.833333333333332
-136.0,0.3711893725552052,12595.0,-1360.0,-22.666666666666668
-135.0,0.3716562113174015,12596.0,-1350.0,-22.5
-134.0,0.37209666521036894,12597.0,-1340.0,-22.333333333333332
-133.0,0.37272064960412765,12598.0,-1330.0,-22.166666666666668
-132.0,0.3730748496330892,12599.0,-1320.0,-22.0
-131.0,0.3736629974206446,12600.0,-1310.0,-21.833333333333332
-130.0,0.3742331118502185,12601.0,-1300.0,-21.666666666666668
-129.0,0.3748935186945246,12602.0,-1290.0,-21.5
-128.0,0.37537897659313574,12603.0,-1280.0,-21.333333333333332
-127.0,0.37589138221885043,12604.0,-1270.0,-21.166666666666668
-126.0,0.3764592244411344,12605.0,-1260.0,-21.0
-125.0,0.376885095393872,12606.0,-1250.0,-20.833333333333332
-124.0,0.3775525323515251,12607.0,-1240.0,-20.666666666666668
-123.0,0.37809062606223154,12608.0,-1230.0,-20.5
-122.0,0.37876115562304824,12609.0,-1220.0,-20.333333333333332
-121.0,0.37921632606567707,12610.0,-1210.0,-20.166666666666668
-120.0,0.37970290904698095,12611.0,-1200.0,-20.0
-119.0,0.3805174140856156,12612.0,-1190.0,-19.833333333333332
-118.0,0.3811342783097993,12613.0,-1180.0,-19.666666666666668
-117.0,0.381767756030797,12614.0,-1170.0,-19.5
-116.0,0.3823323410558107,12615.0,-1160.0,-19.333333333333332
-115.0,0.38306967447773677,12615.0,-1150.0,-19.166666666666668
-114.0,0.38362233076413266,12615.0,-1140.0,-19.0
-113.0,0.38419338467024783,12615.0,-1130.0,-18.833333333333332
-112.0,0.38487669758572207,12615.0,-1120.0,-18.666666666666668
-111.0,0.38556338983659943,12615.0,-1110.0,-18.5
-110.0,0.38623782307392124,12615.0,-1100.0,-18.333333333333332
-109.0,0.38667205298817836,12615.0,-1090.0,-18.166666666666668
-108.0,0.3872400313065971,12615.0,-1080.0,-18.0
-107.0,0.3878898779641112,12615.0,-1070.0,-17.833333333333332
-106.0,0.3884150170990383,12615.0,-1060.0,-17.666666666666668
-105.0,0.3886785819719263,12616.0,-1050.0,-17.5
-104.0,0.3887903436401601,12617.0,-1040.0,-17.333333333333332
-103.0,0.38905830216685805,12618.0,-1030.0,-17.166666666666668
-102.0,0.3889159899995151,12620.0,-1020.0,-17.0
-101.0,0.3885866712404684,12622.0,-1010.0,-16.833333333333332
-100.0,0.38820471450717225,12624.0,-1000.0,-16.666666666666668
-99.0,0.3879160161082999,12626.0,-990.0,-16.5
-98.0,0.3875141385596495,12628.0,-980.0,-16.333333333333332
-97.0,0.38682468793674574,12630.0,-970.0,-16.166666666666668
-96.0,0.38593939346628076,12632.0,-960.0,-16.0
-95.0,0.38513630967544754,12634.0,-950.0,-15.833333333333334
-94.0,0.3842548819117375,12636.0,-940.0,-15.666666666666666
-93.0,0.38357987457225157,12638.0,-930.0,-15.5
-92.0,0.3827801207686476,12640.0,-920.0,-15.333333333333334
-91.0,0.38200517487817975,12642.0,-910.0,-15.166666666666666
-90.0,0.3817925975089652,12644.0,-900.0,-15.0
-89.0,0.38099490765832816,12646.0,-890.0,-14.833333333333334
-88.0,0.3802389403386026,12648.0,-880.0,-14.666666666666666
-87.0,0.37935708954030584,12650.0,-870.0,-14.5
-86.0,0.37853394238608223,12653.0,-860.0,-14.333333333333334
-85.0,0.37786832788638614,12656.0,-850.0,-14.166666666666666
-84.0,0.3771942815455585,12659.0,-840.0,-14.0
-83.0,0.37649150180764923,12662.0,-830.0,-13.833333333333334
-82.0,0.37592155376361586,12665.0,-820.0,-13.666666666666666
-81.0,0.37519616110056714,12668.0,-810.0,-13.5
-80.0,0.3746441020716499,12671.0,-800.0,-13.333333333333334
-79.0,0.3739423573935239,12674.0,-790.0,-13.166666666666666
-78.0,0.3734223660990815,12677.0,-780.0,-13.0
-77.0,0.37264167736086923,12680.0,-770.0,-12.833333333333334
-76.0,0.3719726779211751,12683.0,-760.0,-12.666666666666666
-75.0,0.3714098139563442,12686.0,-750.0,-12.5
-74.0,0.37068049445859996,12689.0,-740.0,-12.333333333333334
-73.0,0.37070023022903487,12692.0,-730.0,-12.166666666666666
-72.0,0.3707330675108233,12695.0,-720.0,-12.0
-71.0,0.3700388351308007,12698.0,-710.0,-11.833333333333334
-70.0,0.3695269657272964,12701.0,-700.0,-11.666666666666666
-69.0,0.36886224447062094,12704.0,-690.0,-11.5
-68.0,0.3682205623282925,12707.0,-680.0,-11.333333333333334
-67.0,0.3675672166657379,12710.0,-670.0,-11.166666666666666
-66.0,0.36703867810301366,12713.0,-660.0,-11.0
-65.0,0.366579626468726,12716.0,-650.0,-10.833333333333334
-64.0,0.3662465554818125,12719.0,-640.0,-10.666666666666666
-63.0,0.3658562133962078,12722.0,-630.0,-10.5
-62.0,0.3654836128517731,12725.0,-620.0,-10.333333333333334
-61.0,0.36515836761603104,12728.0,-610.0,-10.166666666666666
-60.0,0.36518820961159826,12731.0,-600.0,-10.0
-59.0,0.3651137901648511,12734.0,-590.0,-9.833333333333334
-58.0,0.3645370076082899,12737.0,-580.0,-9.666666666666666
-57.0,0.3641850957099822,12740.0,-570.0,-9.5
-56.0,0.36447504626169824,12743.0,-560.0,-9.333333333333334
-55.0,0.36481230046512625,12746.0,-550.0,-9.166666666666666
-54.0,0.36525454696585485,12749.0,-540.0,-9.0
-53.0,0.36569263939715946,12752.0,-530.0,-8.833333333333334
-52.0,0.36619890813281664,12755.0,-520.0,-8.666666666666666
-51.0,0.36683959719984366,12758.0,-510.0,-8.5
-50.0,0.36756401031328784,12761.0,-500.0,-8.333333333333334
-49.0,0.36785667576141334,12765.0,-490.0,-8.166666666666666
-48.0,0.3681562590552909,12769.0,-480.0,-8.0
-47.0,0.36850541606438364,12773.0,-470.0,-7.833333333333333
-46.0,0.3691315556154351,12777.0,-460.0,-7.666666666666667
-45.0,0.36941395349079875,12781.0,-450.0,-7.5
-44.0,0.36973850591072066,12785.0,-440.0,-7.333333333333333
-43.0,0.3702375129064543,12789.0,-430.0,-7.166666666666667
-42.0,0.37050755095071447,12793.0,-420.0,-7.0
-41.0,0.37110917847192976,12797.0,-410.0,-6.833333333333333
-40.0,0.37140973095156454,12801.0,-400.0,-6.666666666666667
-39.0,0.371741780855348,12805.0,-390.0,-6.5
-38.0,0.3719422649481202,12809.0,-380.0,-6.333333333333333
-37.0,0.37200693556370157,12813.0,-370.0,-6.166666666666667
-36.0,0.37230384736568195,12817.0,-360.0,-6.0
-35.0,0.3722991548881826,12821.0,-350.0,-5.833333333333333
-34.0,0.3724847794530508,12825.0,-340.0,-5.666666666666667
-33.0,0.372559062467283,12829.0,-330.0,-5.5
-32.0,0.372316037942468,12833.0,-320.0,-5.333333333333333
-31.0,0.3723502173366099,12837.0,-310.0,-5.166666666666667
-30.0,0.372182641541149,12841.0,-300.0,-5.0
-29.0,0.37213991025932336,12845.0,-290.0,-4.833333333333333
-28.0,0.3720120227452089,12850.0,-280.0,-4.666666666666667
-27.0,0.37202707028016485,12855.0,-270.0,-4.5
-26.0,0.37194562387661245,12861.0,-260.0,-4.333333333333333
-25.0,0.3720518980942192,12867.0,-250.0,-4.166666666666667
-24.0,0.3720844799240561,12873.0,-240.0,-4.0
-23.0,0.37218282436673655,12879.0,-230.0,-3.8333333333333335
-22.0,0.3724216600989242,12885.0,-220.0,-3.6666666666666665
-21.0,0.3726010364595837,12891.0,-210.0,-3.5
-20.0,0.37285107080000496,12897.0,-200.0,-3.3333333333333335
-19.0,0.37305492798026607,12903.0,-190.0,-3.1666666666666665
-18.0,0.3732515680984737,12909.0,-180.0,-3.0
-17.0,0.3734744121155793,12916.0,-170.0,-2.8333333333333335
-16.0,0.3739006643542734,12923.0,-160.0,-2.6666666666666665
-15.0,0.3742081003485123,12930.0,-150.0,-2.5
-14.0,0.3745755569598392,12938.0,-140.0,-2.3333333333333335
-13.0,0.37490709714999887,12946.0,-130.0,-2.1666666666666665
-12.0,0.3753632199793244,12955.0,-120.0,-2.0
-11.0,0.37582245874144377,12964.0,-110.0,-1.8333333333333333
-10.0,0.37624721428067603,12973.0,-100.0,-1.6666666666666667
