lag,ssr_ftest_pvalue,ssr_ftest_stat
1.0,0.3398742452395578,0.9116722339255734
2.0,0.3148785811184376,1.1567475588906415
3.0,0.0881928198681395,2.1845350998481643
4.0,0.056491083068096005,2.305176432678985
5.0,0.10107111140111791,1.8465773414374305
6.0,0.03685081440444745,2.2458344802310797
7.0,0.014732348160432516,2.5062903975931317
8.0,0.0006193351179470857,3.4494063231192578
9.0,0.0001686677806839656,3.643247406136324
10.0,6.802595359221058e-05,3.7010715194877446
11.0,6.385705134732993e-05,3.5490342853559875
12.0,0.00014610202831651748,3.21846533696432
13.0,3.012462295220743e-05,3.43964708702171
14.0,5.789174599998748e-05,3.1934689610625617
15.0,0.00016535273812707187,2.89677518483265
16.0,0.0012794683419696212,2.43401408006587
17.0,0.018550497581538688,1.8527645809440443
18.0,0.04388231200252951,1.6425261864522864
19.0,0.01696104385364677,1.8194209389665714
20.0,0.024323017052612472,1.7266942302041304
21.0,0.05845269562725395,1.5333631073115448
22.0,0.09292315275611226,1.4236421015784977
23.0,0.05964113842338734,1.5048500899723694
24.0,0.18271391679903176,1.2572961241852558
25.0,0.20071887064237434,1.2305774233570925
26.0,0.22714879461119056,1.1974116321529182
27.0,0.24359614140884914,1.1775662799767106
28.0,0.2914348183776676,1.1312631220002738
29.0,0.3412728316531381,1.0892697762763899
30.0,0.3471911540233281,1.08373467033435
31.0,0.40602318486059835,1.0410326819700457
32.0,0.38791669912504395,1.0530906412886087
33.0,0.454597524443294,1.0089738848397019
34.0,0.4967898278201429,0.9830563184627575
35.0,0.6079599337747068,0.917284969684864
36.0,0.6451419164928762,0.896572708315428
37.0,0.6768785455485669,0.8791820671973064
38.0,0.6161136669834322,0.9164752630193959
39.0,0.6581278539774571,0.8935309374620839
40.0,0.7124190912596097,0.8630222865476976
41.0,0.7169092919912772,0.8620677784560591
42.0,0.726723741995571,0.8578899153937467
43.0,0.7442556724194149,0.8489947522965713
44.0,0.7803612278468746,0.8281623585929306
45.0,0.744056252451852,0.8525298005127389
46.0,0.8411155487742429,0.7902494716424051
47.0,0.8881325839259117,0.753959505958926
48.0,0.9084907645951645,0.7367438954676996
49.0,0.9231536246853935,0.7233704253832846
50.0,0.8746156244184886,0.7724609561713507
51.0,0.8183044035880532,0.8160080075170258
52.0,0.8593679868298583,0.7885886307563474
53.0,0.8911688301811448,0.7644799714723091
54.0,0.9194051936914341,0.7392063046621148
55.0,0.9364318089160386,0.7217581390274451
56.0,0.9454731515837708,0.7121106021039546
57.0,0.9531144343412365,0.7032332445071156
58.0,0.9602366670445499,0.6939305841885958
59.0,0.9645651568654441,0.6884405064004705
60.0,0.9796072173411475,0.6566057172683233
61.0,0.9793060800344415,0.6598212932384423
62.0,0.9818273011356633,0.6547680126252836
63.0,0.9849029769812332,0.6469449810436944
64.0,0.9847167248874847,0.6498938862481729
65.0,0.9843786663178187,0.6532999320906111
66.0,0.9849681494672712,0.6534503186079985
67.0,0.9848616736803336,0.6559693789822467
68.0,0.985664176781752,0.655237677536655
69.0,0.9869689933091649,0.6524395844863282
70.0,0.9866462279025456,0.6557228494885585
71.0,0.9866704427879773,0.6576333181385919
72.0,0.9854860370848116,0.6638928396779713
