item,n,pearson_r,pearson_p,spearman_r,spearman_p
5.56x45mm M995,1141.0,0.44577182721018704,8.519565450297094e-57,0.29237909011923313,6.334193809792515e-24
6.8x51mm Hybrid,1141.0,0.2852597442629303,8.353946967318618e-23,0.161963589990331,3.7703983504308576e-08
7.62x39mm AP,1141.0,0.4568247019462728,6.625120225601122e-60,0.31660715945293166,5.556867180005148e-28
7.62x51mm M62,1141.0,0.6568928172906348,7.43078191365007e-142,0.3858547910328421,8.196507043023182e-42
7.62x54R BT,1141.0,0.6414314503636711,2.9114609216005086e-133,0.37113163453060194,1.4062326178282774e-38
9x19mm PBP,1141.0,-0.23147693337479497,2.409737882170534e-15,-0.03678230635040008,0.21441502053412728
9x39mm BP,1141.0,0.2581652132827006,7.889716506508287e-19,0.2271591050202742,8.07002500934051e-15
