lag,ssr_ftest_pvalue,ssr_ftest_stat
1.0,0.09501424875135804,2.791980063367541
2.0,0.2549530929561057,1.3683358373627403
3.0,0.3843842593027389,1.0167052254630025
4.0,0.38643436396330544,1.037826093728387
5.0,0.3312321123628048,1.1515674457636926
6.0,0.23954469057218172,1.3324399261552182
7.0,0.08357283420955124,1.800449907140073
8.0,0.06182558341663951,1.8655611325006767
9.0,0.05401345891124939,1.861175845974281
10.0,0.00020625532889177,3.4112452995466915
11.0,3.931827476720606e-05,3.6655050878663604
12.0,2.0171144379106236e-05,3.662644214023408
13.0,1.8222307191514863e-05,3.5445184861851966
14.0,2.1277925128571954e-06,3.8363035590019003
15.0,2.5504782165903868e-06,3.673889108143565
16.0,2.4190585042886698e-06,3.569500794832013
17.0,2.394904892564446e-07,3.8421182656810844
18.0,2.7567501302447195e-07,3.712528975765803
19.0,3.712077635290939e-07,3.5718386675224587
20.0,1.4303816726920032e-06,3.2927610904822555
21.0,7.0923173495479736e-06,2.9962270997691975
22.0,4.644104711260254e-05,2.6758794837286968
23.0,0.00014280036303301947,2.4738683710971388
24.0,0.00023819096047370382,2.365611977726544
25.0,0.00021880362474409492,2.343897468621867
26.0,0.000407579196534472,2.230386459116876
27.0,0.0012294049454488476,2.0567036576582103
28.0,0.0015028831586697902,2.008043338250429
29.0,0.0026121577106429897,1.9149682865430775
30.0,0.0020901160918842107,1.9266306277015532
31.0,0.001419550362154604,1.958187106586055
32.0,0.002189327625340472,1.8876974584329027
33.0,0.0006339066118873491,2.0195212559110494
34.0,0.0004536520138514258,2.039930652327509
35.0,0.0007114754885921245,1.9729480263733243
36.0,0.0009199770679133791,1.9291771605220758
37.0,0.001230853866136672,1.8830357416153414
38.0,0.0019394285777299422,1.8201219471941568
39.0,0.0021375678299333793,1.7978036901568781
40.0,0.0026892771045017704,1.7618529634164297
41.0,0.0033397895081088854,1.7282105592225285
42.0,0.004035220696207307,1.6983548924981264
43.0,0.0036624172595382115,1.699906595770696
44.0,0.005564295830888817,1.6468678698285435
45.0,0.006705820680590163,1.6192316274838112
46.0,0.005988587909747925,1.6240548781611779
47.0,0.010441713823475841,1.5579782057779603
48.0,0.013390322090620079,1.5249826808772542
49.0,0.01642594660127968,1.4971456295578207
50.0,0.019867982452614032,1.4711436713140544
51.0,0.028871111790380034,1.424670094534978
52.0,0.04005015920193115,1.3829228701352434
53.0,0.038292503725583855,1.3845310871076777
54.0,0.04005518826346893,1.3758409369882485
55.0,0.013746073724353892,1.4869967845546377
56.0,0.01768682380476567,1.456975668013624
57.0,0.01858104582382304,1.4479031622712968
58.0,0.024396805090250717,1.416060226522972
59.0,0.03156121794308954,1.3855929603897617
60.0,0.036446143609040714,1.3671399528523982
61.0,0.04364869988151854,1.3448118946273617
62.0,0.05207797835497297,1.3228368491027878
63.0,0.029684736985626414,1.37969591066789
64.0,0.03519218142181261,1.35943834589113
65.0,0.036910018985069626,1.3518708827218653
66.0,0.04404986092816806,1.3310446693055644
67.0,0.053703427273821665,1.3078535365547153
68.0,0.0642427507897251,1.2864827839387625
69.0,0.07927414545759613,1.2614216830560467
70.0,0.08120994164382038,1.2569990249545675
71.0,0.10321082856776145,1.228145759922878
72.0,0.10849020933064457,1.2209189354203416
