time_utc,12.7x55mm PS12B,5.56x45mm M995,5.7x28mm SS190,5.8x42mm DVC12,6.8x51mm Hybrid,7.62x39mm AP,7.62x51mm M62,7.62x54R BT,9x39mm BP,4.6x30mm AP SX,盒装挂耳咖啡
2025-11-20 18:00:00+00:00,6043.0,4342.0,4767.0,4515.0,5169.0,3846.0,5267.0,3934.0,5134.0,4217.0,337557.0
2025-11-21 00:00:00+00:00,6043.0,4212.0,4572.0,4515.0,4979.0,3846.0,5067.0,3934.0,5004.0,4437.0,346327.0
2025-11-21 06:00:00+00:00,6043.0,4472.0,4702.0,4795.0,5264.0,3921.0,5467.0,3934.0,5459.0,4602.0,346327.0
2025-11-21 12:00:00+00:00,6223.0,4472.0,4767.0,4935.0,5264.0,3921.0,5467.0,4054.0,5459.0,4602.0,337557.0
2025-11-21 18:00:00+00:00,6043.0,4277.0,4637.0,4725.0,5169.0,3771.0,5367.0,3814.0,5264.0,4217.0,337557.0
2025-11-22 00:00:00+00:00,6043.0,4147.0,4962.0,4725.0,4979.0,3846.0,5267.0,4054.0,5134.0,4272.0,346327.0
2025-11-22 06:00:00+00:00,6043.0,4407.0,4962.0,4935.0,5169.0,4071.0,5467.0,4054.0,5524.0,4492.0,346327.0
2025-11-22 12:00:00+00:00,6223.0,4407.0,5027.0,5005.0,5264.0,4071.0,5467.0,4054.0,5524.0,4492.0,337557.0
2025-11-22 18:00:00+00:00,5863.0,4342.0,4832.0,4725.0,5169.0,3846.0,5367.0,4054.0,5264.0,4327.0,337557.0
2025-11-23 00:00:00+00:00,6043.0,4147.0,4897.0,4935.0,4979.0,3996.0,5267.0,4054.0,5069.0,4217.0,346327.0
2025-11-23 06:00:00+00:00,6043.0,4407.0,4767.0,5005.0,5359.0,4071.0,5467.0,4054.0,5459.0,4547.0,346327.0
2025-11-23 12:00:00+00:00,6043.0,4472.0,4897.0,5005.0,5359.0,4071.0,5467.0,4054.0,5459.0,4547.0,337557.0
2025-11-23 18:00:00+00:00,5863.0,4277.0,4637.0,4655.0,5169.0,3921.0,5267.0,3934.0,5134.0,4162.0,341942.0
2025-11-24 00:00:00+00:00,5863.0,4147.0,4572.0,4655.0,4979.0,3921.0,5167.0,3934.0,5004.0,4437.0,346327.0
2025-11-24 06:00:00+00:00,6043.0,4472.0,4377.0,4935.0,5264.0,4146.0,5467.0,4054.0,5394.0,4492.0,355097.0
2025-11-24 12:00:00+00:00,6043.0,4537.0,4897.0,5005.0,5359.0,4221.0,5467.0,4054.0,5394.0,4547.0,337557.0
2025-11-24 18:00:00+00:00,6043.0,4212.0,4442.0,4655.0,5169.0,3846.0,5367.0,3934.0,5004.0,4107.0,341942.0
2025-11-25 00:00:00+00:00,6043.0,4147.0,4442.0,4655.0,4979.0,3921.0,5167.0,3934.0,5004.0,4272.0,350712.0
2025-11-25 06:00:00+00:00,6043.0,4407.0,4507.0,4935.0,5359.0,4146.0,5467.0,4054.0,5394.0,4492.0,355097.0
2025-11-25 12:00:00+00:00,6043.0,4407.0,4897.0,5005.0,5359.0,4221.0,5467.0,4174.0,5394.0,4492.0,337557.0
2025-11-25 18:00:00+00:00,6043.0,4407.0,5027.0,5005.0,5359.0,4221.0,5467.0,4174.0,5394.0,4492.0,337557.0
2025-11-26 00:00:00+00:00,5683.0,4147.0,4767.0,4795.0,4979.0,4071.0,5167.0,4054.0,4939.0,4217.0,350712.0
2025-11-26 06:00:00+00:00,6043.0,4342.0,4702.0,4865.0,5264.0,4146.0,5467.0,4054.0,5394.0,4382.0,355097.0
2025-11-26 12:00:00+00:00,6043.0,4407.0,4897.0,5005.0,5359.0,4221.0,5567.0,4174.0,5394.0,4437.0,337557.0
2025-11-26 18:00:00+00:00,5683.0,4147.0,4962.0,4655.0,5169.0,3996.0,5367.0,4054.0,5134.0,4217.0,341942.0
2025-11-27 00:00:00+00:00,5863.0,4147.0,4702.0,4725.0,5074.0,3996.0,5267.0,4054.0,4939.0,4217.0,350712.0
2025-11-27 06:00:00+00:00,6043.0,4342.0,4832.0,4935.0,5359.0,4146.0,5567.0,4054.0,5329.0,4382.0,355097.0
2025-11-27 12:00:00+00:00,6043.0,4407.0,5027.0,5005.0,5359.0,4221.0,5567.0,4294.0,5329.0,4492.0,337557.0
2025-11-27 18:00:00+00:00,5863.0,4472.0,4962.0,5005.0,5454.0,4221.0,5567.0,4294.0,5394.0,4932.0,337557.0
