time_utc,6.8x51mm Hybrid,7.62x51mm M62,7.62x54R BT,5.8x42mm DVC12,5.7x28mm SS190,7.62x39mm AP,9x39mm BP,4.6x30mm AP SX,12.7x55mm PS12B,5.56x45mm M995
2025-11-20 18:00:00+00:00,,,,,,,,,,
2025-11-21 00:00:00+00:00,,,,,,,,,,
2025-11-21 06:00:00+00:00,,,,,,,,,,
2025-11-21 12:00:00+00:00,,,,,,,,,,
2025-11-21 18:00:00+00:00,,,,,,,,,,
2025-11-22 00:00:00+00:00,,,,,,,,,,
2025-11-22 06:00:00+00:00,,,,,,,,,,
2025-11-22 12:00:00+00:00,,,,,,,,,,
2025-11-22 18:00:00+00:00,,,,,,,,,,
2025-11-23 00:00:00+00:00,,,,,,,,,,
2025-11-23 06:00:00+00:00,,,,,,,,,,
2025-11-23 12:00:00+00:00,,,,,,,,,,
2025-11-23 18:00:00+00:00,,,,,,,,,,
2025-11-24 00:00:00+00:00,,,,,,,,,,
2025-11-24 06:00:00+00:00,,,,,,,,,,
2025-11-24 12:00:00+00:00,,,,,,,,,,
2025-11-24 18:00:00+00:00,,,,,,,,,,
2025-11-25 00:00:00+00:00,,,,,,,,,,
2025-11-25 06:00:00+00:00,,,,,,,,,,
2025-11-25 12:00:00+00:00,,,,,,,,,,
2025-11-25 18:00:00+00:00,,,,,,,,,,
2025-11-26 00:00:00+00:00,,,,,,,,,,
2025-11-26 06:00:00+00:00,,,,,,,,,,
2025-11-26 12:00:00+00:00,,,,,,,,,,
2025-11-26 18:00:00+00:00,,,,,,,,,,
2025-11-27 00:00:00+00:00,,,,,,,,,,
2025-11-27 06:00:00+00:00,,,,,,,,,,
2025-11-27 12:00:00+00:00,,,,,,,,,,
2025-11-27 18:00:00+00:00,,,,,,,,,,
2025-11-28 00:00:00+00:00,,,,,,,,,,
2025-11-28 06:00:00+00:00,,,,,,,,,,
2025-11-28 12:00:00+00:00,,,,,,,,,,
2025-11-28 18:00:00+00:00,,,,,,,,,,
2025-11-29 00:00:00+00:00,,,,,,,,,,
2025-11-29 06:00:00+00:00,,,,,,,,,,
2025-11-29 12:00:00+00:00,,,,,,,,,,
2025-11-29 18:00:00+00:00,,,,,,,,,,
2025-11-30 00:00:00+00:00,,,,,,,,,,
2025-11-30 06:00:00+00:00,,,,,,,,,,
2025-11-30 12:00:00+00:00,-0.2875893637860311,-0.11763052543283223,-0.08741067094274259,-0.05178649042834494,-0.47156759166205026,0.06667427173998834,-0.28065805012695183,-0.15046947883212805,-0.11866842226636305,-0.37656808257274627
2025-11-30 18:00:00+00:00,-0.284184310791542,-0.12533844947495784,-0.08424433933054916,-0.04699693631779693,-0.4691046436325379,0.061646334501505626,-0.2608842922521543,-0.12323781671039481,-0.10684886080141341,-0.3593057716807546
2025-12-01 00:00:00+00:00,-0.29886711974590646,-0.1190034754112438,-0.0679612832640059,-0.056181817655397336,-0.46734008003135175,0.0709779814745577,-0.2877254848849707,-0.152538686232617,-0.12598228350625992,-0.374045276065363
2025-12-01 06:00:00+00:00,-0.30074985029930484,-0.09800814146423965,-0.05290129067149189,-0.046331308481931927,-0.45863668921140427,0.10610445575100617,-0.3051201402559878,-0.16314311824035224,-0.14347513310040313,-0.38747348072637994
2025-12-01 12:00:00+00:00,-0.3211156110408505,-0.1449839860016926,-0.09088375437940538,-0.08713699205758853,-0.4747763823033442,0.0319033625080807,-0.2939419535402561,-0.15358190353357454,-0.1526263900867611,-0.4125999797766643
2025-12-01 18:00:00+00:00,-0.3178474166589645,-0.15115755352315355,-0.09610340983375704,-0.07755079197646533,-0.47796843476435147,0.028855836318677594,-0.2725602429542491,-0.12599474141262568,-0.15622016438516462,-0.40490904407757816
2025-12-02 00:00:00+00:00,-0.3308129211985804,-0.13314467676240507,-0.1024464117187811,-0.09404248268829893,-0.4898956985728569,0.05192510806249289,-0.2951908754302309,-0.15034478163467124,-0.1726746890020109,-0.4169987014304518
2025-12-02 06:00:00+00:00,-0.2918437426178624,-0.02969220032631659,-0.06870045133042094,-0.049440490990521106,-0.49992712058656724,0.15419273690894655,-0.28897574410949256,-0.16496610719374047,-0.20614819800941733,-0.37749553938858144
2025-12-02 12:00:00+00:00,-0.31086523880737293,-0.0718424355874246,-0.10196614500844484,-0.08584457555480328,-0.5095513067559269,0.07173865368069511,-0.2809932578008775,-0.15866387443920135,-0.21423265049055343,-0.4035967400583778
2025-12-02 18:00:00+00:00,-0.3076010356885553,-0.08179356330135132,-0.10656532818693039,-0.07664326113569335,-0.5101962442262817,0.06663492269145968,-0.2672950156384859,-0.13440079755673467,-0.20313904337355804,-0.40533593535655743
2025-12-03 00:00:00+00:00,-0.31913646816609303,-0.0703718374962619,-0.09583016332845415,-0.084046043691134,-0.5140472184687975,0.08112760264765319,-0.28605168679859355,-0.1535159116702573,-0.2159369771332409,-0.4110549742997283
2025-12-03 06:00:00+00:00,-0.2857704517160124,0.030568143556996136,0.010305912601417182,-0.04639256842373307,-0.4859626103356666,0.16777790022627967,-0.2905418305567152,-0.16310911988743293,-0.24232600718083622,-0.33713800087174817
2025-12-03 12:00:00+00:00,-0.3036051600493306,-0.01774734560955706,-0.03794878918360758,-0.07954351870045627,-0.49464580078240294,0.09291235976838552,-0.28463908811579186,-0.15252319220864294,-0.25026462776918784,-0.36284959471921896
2025-12-03 18:00:00+00:00,-0.30628938782594767,-0.026445387256950725,-0.041425730330298505,-0.07064253754263419,-0.4692103629199832,0.09272882824875861,-0.26811107423742786,-0.12732032650221528,-0.23975802366026974,-0.3641875846078984
2025-12-04 00:00:00+00:00,-0.31665610276553624,-0.010915729073474592,-0.020971245082603826,-0.07118541739003338,-0.4778990224156978,0.10688908729079674,-0.28372922143073465,-0.14282176015488252,-0.25005271637353066,-0.3701176918953504
2025-12-04 06:00:00+00:00,-0.2877884565780926,0.06446442303904802,0.026357513068150096,-0.05508203073140396,-0.4656924639350675,0.17218299509577284,-0.2859598189655884,-0.14897896159252358,-0.21947124569500184,-0.2903189983009249
2025-12-04 12:00:00+00:00,-0.29307325958300084,0.02292175163755271,-0.06911419258107647,-0.08534716234163982,-0.4225895161893922,0.11868416263838673,-0.28179136538098254,-0.14106008354597357,-0.19764546427293905,-0.3155591482035445
2025-12-04 18:00:00+00:00,-0.28988216972156405,-0.009887395028754827,-0.11109586927362591,-0.12217913740741387,-0.4083082062058017,0.0814890204681928,-0.2705301642822759,-0.13534035570116723,-0.17927210698239907,-0.31226379060419657
2025-12-05 00:00:00+00:00,-0.30366289875529195,-0.008251103818256432,-0.0653757603797304,-0.13538591274343156,-0.41959080217177086,0.09688314746790566,-0.2846421004904196,-0.15271973520803123,-0.19063711113314313,-0.3180409452525236
2025-12-05 06:00:00+00:00,-0.2792158636650025,0.05756471043140312,0.006897559424935556,-0.1354902071080951,-0.4521678608973213,0.1448948522528166,-0.30243074793835995,-0.1798696339789597,-0.21317347419322774,-0.305442190193083
2025-12-05 12:00:00+00:00,-0.2792158636650025,0.013152066723859965,-0.054279552041187513,-0.14407167678861166,-0.463519934165974,0.09149544521991715,-0.2662193056360968,-0.13624847677130497,-0.16071444314016906,-0.29112668346360104
2025-12-05 18:00:00+00:00,-0.2848544637534824,-0.01658455735965683,-0.1063830411256436,-0.15709871850283763,-0.47980368143962754,0.05109168524539778,-0.23820001136727975,-0.12856957370865613,-0.09938577631216228,-0.2846125730539825
2025-12-06 00:00:00+00:00,-0.3029824126605645,-0.006880882174445745,-0.07342199962938373,-0.15886786988063112,-0.4832573814943356,0.05863161077862629,-0.2523837773316882,-0.14570878939517196,-0.10753157464428517,-0.2948478999940504
2025-12-06 06:00:00+00:00,-0.3050582756449145,0.0309186959099552,-0.03523848174583018,-0.12856838440233667,-0.4944117573872276,0.10109322487825062,-0.27386924742577096,-0.17074075051031384,-0.12027501626552886,-0.2644916194096486
2025-12-06 12:00:00+00:00,-0.29008774531407316,-0.01218274802227581,-0.08214335030670505,-0.13692652846090192,-0.4865406134847181,0.04385579812776611,-0.22669547457987566,-0.12507496679616367,-0.06699716146518438,-0.27149611679781616
2025-12-06 18:00:00+00:00,-0.28566641920129665,-0.04410401393499563,-0.10914425304181892,-0.1612127752180418,-0.4645061380111749,-0.005239132814604116,-0.20083557380314435,-0.10146531590077858,-0.057333877206151344,-0.2619014012997864
2025-12-07 00:00:00+00:00,-0.3033563358976214,-0.03852176085954648,-0.09112859905647867,-0.15810015610168146,-0.4608423983085299,0.015471303820767971,-0.21422404719555155,-0.11628838287214009,-0.0634842797205628,-0.27208015899310084
2025-12-07 06:00:00+00:00,-0.3091859628058188,0.005393307528766711,-0.08493476704430167,-0.1516542062053522,-0.4667019573739853,0.06383504209922128,-0.23001098739434991,-0.14243174873800854,-0.07351606933635127,-0.24344656016796942
2025-12-07 12:00:00+00:00,-0.2814954152564151,-0.04714232284340995,-0.12154910860984898,-0.1516542062053522,-0.4550147658566529,-0.00959981744052484,-0.18437876113132767,-0.08698932079924282,-0.0443740652325585,-0.24344656016796942
2025-12-07 18:00:00+00:00,-0.271253606964631,-0.07469364661614109,-0.1364128203871712,-0.13721792767363292,-0.44962142119971343,-0.03876792782166145,-0.1618166557279944,-0.07116961094585281,-0.0443740652325585,-0.2382180581735513
