lag,ssr_ftest_pvalue,ssr_ftest_stat
1.0,0.8303030127721562,0.04597250330995676
2.0,0.8342994535316717,0.18122119141624393
3.0,0.8539205432808545,0.2604020121241271
4.0,0.9485103312631196,0.1804485166194372
5.0,0.9826598752335011,0.14082896360707495
6.0,0.9235352265223239,0.3257039155611591
7.0,0.977254898138401,0.23289305396573162
8.0,0.9932746430453666,0.18236215033274966
9.0,0.9957093431027086,0.18430150224248074
10.0,0.994840738726641,0.21606627655476165
11.0,0.9984284878153912,0.1823489543354608
12.0,0.999422691740966,0.16450623151935534
13.0,0.9993028803843356,0.18687224175373102
14.0,0.9979062953100357,0.24575985508058687
15.0,0.9988868460066287,0.23426783230283535
16.0,0.9992556865858292,0.2328463275144871
17.0,0.9995219438896605,0.23013741118380476
18.0,0.9997242675320455,0.22428872995048313
19.0,0.9998145091438977,0.22362628678704927
20.0,0.9999008860881727,0.21663380058912768
21.0,0.9999444719318488,0.2116573235723398
22.0,0.999939862883965,0.22332443640430225
23.0,0.9999370323452094,0.23380397204273376
24.0,0.9999676214179115,0.22609472531999705
25.0,0.9999883703974031,0.2114663675508043
26.0,0.9999942577585555,0.20505888934045455
27.0,0.9999957214991115,0.20698463982672083
28.0,0.9999981305189654,0.19910040715586547
29.0,0.999999176383043,0.1921857902886038
30.0,0.9999995132123731,0.19047494047457167
31.0,0.9999997981212233,0.18366293839009984
32.0,0.9999999157056939,0.17760533285808303
33.0,0.9999999648696324,0.17208262482635917
34.0,0.9999999900768287,0.1625408706654932
35.0,0.9999999988058006,0.14550438818576902
36.0,0.9999999994613306,0.14293085287636553
