item,n,pearson_r,pearson_p,spearman_r,spearman_p
5.56x45mm M995,571.0,0.4360265501235996,6.719073519097211e-28,0.30100824435396956,2.0103067040026375e-13
6.8x51mm Hybrid,571.0,0.2568876482612086,4.667906952215346e-10,0.1376905621018014,0.0009712883065746851
7.62x39mm AP,571.0,0.4465957081156677,2.4302203725738015e-29,0.329904301754754,5.789150449154131e-16
7.62x51mm M62,571.0,0.6397423052072189,4.7558681733513495e-67,0.38749392095717067,6.751174690217129e-22
7.62x54R BT,571.0,0.6220779778669419,1.8428251014067954e-62,0.37962626370123836,5.157723469863379e-21
9x19mm PBP,571.0,-0.1630842077656779,9.051882951276749e-05,-0.02104525029842952,0.6157782504452187
9x39mm BP,571.0,0.24375650321355904,3.608978113388418e-09,0.21798478968627782,1.4338478696743725e-07
