lag,ssr_ftest_pvalue,ssr_ftest_stat
1.0,0.7510247923765122,0.10072091691707223
2.0,0.9053247951094814,0.09947028058792179
3.0,0.38820461723616234,1.0083285930221388
4.0,0.017498884686702573,3.0084125713561214
5.0,0.03226354683756135,2.448215520032402
6.0,0.08545222101454845,1.855232972961953
7.0,0.03861407422891855,2.1239943200118367
8.0,0.006729751413290086,2.6633544323856375
9.0,0.008101125622293657,2.4900204431239903
10.0,0.005560472934100468,2.507974513823487
11.0,0.003914646144961814,2.517309961959539
12.0,0.004288445090588492,2.4165050909189287
13.0,0.006918227992799739,2.235835567369135
14.0,0.010784688841491313,2.080214477435347
15.0,0.025489573895745972,1.8401729896487518
16.0,0.055297571106881764,1.6283072754387566
17.0,0.09489601779646097,1.47688084742339
18.0,0.20848229245207,1.256568858654525
19.0,0.3848218959826034,1.0627744167956552
20.0,0.5522986062761206,0.9269138609977089
21.0,0.4352671516925767,1.0197802704345487
22.0,0.2620296603470413,1.174164799865579
23.0,0.3359154730798458,1.1014189536097088
24.0,0.293320053107085,1.1378597765821206
25.0,0.26896594297934157,1.1583972814251124
26.0,0.2803434112960874,1.1452749745142634
27.0,0.324871199735836,1.104849245334219
28.0,0.32935649347477003,1.099839149281372
29.0,0.31690730924935684,1.1084523899884113
30.0,0.15720503343866973,1.2630005014297196
31.0,0.16779992094539742,1.2459938791450007
32.0,0.1814402691698479,1.2268147435773737
33.0,0.21974660367866308,1.1846897630521032
34.0,0.21752568341712653,1.184339920048556
35.0,0.23987044888953357,1.1619177369791147
36.0,0.320518528320969,1.097169800557606
37.0,0.35487676372926386,1.0725639909574
38.0,0.3906192176078115,1.0488592946813973
39.0,0.3202433344527893,1.0943874653590207
40.0,0.3129167419174054,1.0984681300568067
41.0,0.35579930643255686,1.069390525395701
42.0,0.40516197856058267,1.0387961894405922
43.0,0.40054812487615604,1.0412661271873975
44.0,0.46363152829534987,1.0054003490937036
45.0,0.5078624861185668,0.9816773142859126
46.0,0.3221559577900914,1.0872797226668034
47.0,0.32055014808755367,1.0875536363747993
48.0,0.2850838977248804,1.1095438312103336
49.0,0.32048658750134573,1.0861731339659793
50.0,0.29318853273400297,1.102489548763709
51.0,0.21351564415542712,1.1570565735693117
52.0,0.21546967305827533,1.1542227571691868
53.0,0.2375936449731273,1.1367909106998253
54.0,0.2669065332211866,1.1159258471903992
55.0,0.27857987089401787,1.107608659583866
56.0,0.31965269953931297,1.082253279799849
57.0,0.345446060683808,1.0672630029474937
58.0,0.3701569364036041,1.053618580856146
59.0,0.3939394663514028,1.0410627830358015
60.0,0.3897673838678957,1.0429566451894552
61.0,0.41000296391301816,1.0326743570481485
62.0,0.4583843374130083,1.009357240187826
63.0,0.4897359761409473,0.9948525825027469
64.0,0.5216373891191988,0.9804823354484105
65.0,0.5751360121531583,0.9567096975734483
66.0,0.6090343567338674,0.9419186113090856
67.0,0.5349641051958276,0.975251642311604
68.0,0.507703066331755,0.9875160369786925
69.0,0.5275078300649891,0.9790067863130385
70.0,0.5663743682781696,0.9623596611889588
71.0,0.590184077106469,0.9523879798510931
72.0,0.4438006558613103,1.016031765451627
73.0,0.39129871932151,1.039642695956067
74.0,0.4210148201510408,1.026050864825116
75.0,0.37168186538862813,1.0483314614884292
76.0,0.28491814833432966,1.0908487984693622
77.0,0.3176697439632542,1.0736420992306441
78.0,0.35049220333522396,1.0574963833086566
79.0,0.35355475070315073,1.0558052118353018
80.0,0.4073728324513057,1.0314591653351457
81.0,0.43413490124362075,1.019894581082451
82.0,0.16100788810729338,1.1632413236835106
83.0,0.12442018816147198,1.1921752286636507
84.0,0.11428564086016671,1.200533841092677
85.0,0.13220210114802886,1.1834253071767324
86.0,0.14811643849270353,1.169629533802344
87.0,0.16537953435558417,1.15601213618634
88.0,0.15383590673039998,1.1636409004089958
89.0,0.1688121327060967,1.1521183673269175
90.0,0.20403820544468187,1.1286998705025977
91.0,0.22897575518152874,1.1136875813892402
92.0,0.25238204402061254,1.100604387860972
93.0,0.26073450467765763,1.0958809287678577
94.0,0.2904934874580939,1.0808873201637876
95.0,0.23080454456203015,1.1107344901115703
96.0,0.24534006017311566,1.1025577252635197
97.0,0.25137584240242117,1.099034242554865
98.0,0.2572719023352614,1.0956616832702397
99.0,0.2625746984374322,1.0926557428434118
100.0,0.30716251189417787,1.0714166744925802
