item,coffee_to_ammo_best_lag,coffee_to_ammo_best_p,ammo_to_coffee_best_lag,ammo_to_coffee_best_p,cross_corr_best_lag_hours,cross_corr_best_corr,cross_corr_best_abs_lag_hours,cross_corr_best_abs_corr,cross_corr_best_coffee_leads_lag_hours,cross_corr_best_coffee_leads_corr,cross_corr_best_ammo_leads_lag_hours,cross_corr_best_ammo_leads_corr
5.56x45mm M995,11.0,8.990925345218166e-07,17.0,4.491629682357241e-08,151.0,0.5576635398677412,151.0,0.5576635398677412,151.0,0.5576635398677412,-17.0,0.46784195226005204
6.8x51mm Hybrid,11.0,0.003914646144961814,17.0,4.349689419905649e-05,-137.0,0.5458204952552119,-137.0,0.5458204952552119,7.0,0.3354243732618459,-137.0,0.5458204952552119
7.62x39mm AP,12.0,0.00019363506257281282,16.0,8.143895242664846e-07,168.0,0.5692520913279424,168.0,0.5692520913279424,168.0,0.5692520913279424,-11.0,0.4593730879076585
7.62x51mm M62,10.0,2.5441242258627336e-06,18.0,0.00013003766032910317,55.0,0.7061127179560676,55.0,0.7061127179560676,55.0,0.7061127179560676,-17.0,0.6800581264838177
7.62x54R BT,17.0,0.07440860861435745,75.0,2.3523344483608156e-38,6.0,0.6518809462097039,6.0,0.6518809462097039,6.0,0.6518809462097039,-10.0,0.65181519939443
9x19mm PBP,1.0,0.4275055095476108,75.0,1.0242344091871088e-84,-168.0,0.14725525437598927,-76.0,-0.4354014020265361,168.0,-0.1392470944637483,-168.0,0.14725525437598927
9x39mm BP,13.0,1.808521003893871e-05,80.0,8.25115223345421e-17,54.0,0.3910711766928002,54.0,0.3910711766928002,54.0,0.3910711766928002,-17.0,0.3067426566287224
