lag,ssr_ftest_pvalue,ssr_ftest_stat
1.0,0.09850492542145643,2.7570095941402415
2.0,0.10753213125914547,2.2572110636330556
3.0,0.20271359659688074,1.551969354722143
4.0,0.05217745591347167,2.3953312657835952
5.0,0.20478707839654062,1.461496998605382
6.0,0.20644978880457385,1.4279705515924084
7.0,0.4859458439757127,0.9284661517283296
8.0,0.5228005644310285,0.8941434580916531
9.0,0.49413015361403356,0.9376569443814611
10.0,0.49634141758428674,0.9421869263745106
11.0,0.6811284274558415,0.7581213861314038
12.0,0.7134741198028589,0.7370757440715581
