item,coffee_to_ammo_best_lag,coffee_to_ammo_best_p,ammo_to_coffee_best_lag,ammo_to_coffee_best_p,cross_corr_best_lag_hours,cross_corr_best_corr,cross_corr_best_abs_lag_hours,cross_corr_best_abs_corr,cross_corr_best_coffee_leads_lag_hours,cross_corr_best_coffee_leads_corr,cross_corr_best_ammo_leads_lag_hours,cross_corr_best_ammo_leads_corr
5.56x45mm M995,1.0,0.7347668324580989,2.0,0.5691358592557311,96.0,0.6455897008470612,96.0,0.6455897008470612,96.0,0.6455897008470612,-16.833333333333332,0.44023636751534145
6.8x51mm Hybrid,7.0,0.20752740672338849,4.0,0.03532300756549034,-89.33333333333333,0.6600255372703983,-89.33333333333333,0.6600255372703983,78.83333333333333,0.5876290548660252,-89.33333333333333,0.6600255372703983
7.62x39mm AP,2.0,0.06998666740978798,3.0,0.04604557059556489,96.0,0.6117637416198665,96.0,0.6117637416198665,96.0,0.6117637416198665,-17.166666666666668,0.38897578346425166
7.62x51mm M62,6.0,0.4385381872272083,11.0,0.6180461533410357,79.16666666666667,0.8002142286413448,79.16666666666667,0.8002142286413448,79.16666666666667,0.8002142286413448,-16.666666666666668,0.7033366783835004
7.62x54R BT,5.0,0.0004028044560020873,5.0,0.9694619182073053,96.0,0.702848835984049,96.0,0.702848835984049,96.0,0.702848835984049,-90.0,0.42060074633554534
9x19mm PBP,11.0,0.07578092891234549,7.0,0.6620909583078054,-95.83333333333333,-0.22104029287348884,94.0,-0.3514321690726437,0.16666666666666666,-0.2457939916065336,-95.83333333333333,-0.22104029287348884
9x39mm BP,11.0,0.8728466376666751,1.0,0.8986761013021166,6.0,0.5091834510439203,6.0,0.5091834510439203,6.0,0.5091834510439203,-17.333333333333332,0.5065239911419491
