lag,ssr_ftest_pvalue,ssr_ftest_stat
1.0,0.2339544684029305,1.4181701673120255
2.0,0.4659262130503683,0.7642448661486548
3.0,0.5732057629845188,0.665678423310813
4.0,0.4321947142273942,0.953506743752327
5.0,0.5519479839441859,0.7968360567245034
6.0,0.3468485889352375,1.1225100258474883
7.0,0.07294360481925455,1.85890356525582
8.0,0.009775397378653187,2.5351146007719243
9.0,0.00245704247146065,2.858077219966897
10.0,0.0008141515564522298,3.043831925696746
11.0,0.0002114475128616736,3.2585557276734787
12.0,0.00019330335638469126,3.154645957235322
13.0,0.00024035107809446417,2.9987647469983334
14.0,0.00038329554745236645,2.8100371298020415
15.0,0.00036281987687904166,2.7438618248360918
16.0,0.0006241492563505263,2.5722725186341124
17.0,0.002636579252672733,2.2456542081490123
18.0,0.0045188554382509976,2.1036639228036464
19.0,0.0069021406347354,1.9915402795871326
20.0,0.03190066619644122,1.672837056306056
21.0,0.147756936654661,1.3262065091542274
22.0,0.18533615557379646,1.2642899133794787
23.0,0.1030761981771758,1.3922960980339938
24.0,0.15389973311024435,1.2969538889847074
25.0,0.4486910317535181,1.0108833739325085
26.0,0.6377322511555124,0.8809127355311842
27.0,0.7663571194427131,0.7919035818897971
28.0,0.6816560967988872,0.8562537589712117
29.0,0.6560239786997837,0.8760700499237805
30.0,0.6213765651662669,0.9007932482346475
31.0,0.6454248217630862,0.8873738778127602
32.0,0.6859287901469233,0.8635040688322667
33.0,0.7400955543258969,0.8301212828686982
34.0,0.7881976264447981,0.7991123027886442
35.0,0.7887731910401008,0.801553189388029
36.0,0.7073074017629125,0.8585358763888049
37.0,0.7441239811672554,0.8371453424504135
38.0,0.7792239999809212,0.8160440350146526
39.0,0.7557094487792559,0.8339842021119246
40.0,0.7928620872498254,0.8113720510028276
41.0,0.7332144154974154,0.8521524650138473
42.0,0.7028711090043869,0.8720521039857768
43.0,0.7563845823523585,0.8414929591192153
44.0,0.7604660261768439,0.8407707843923574
45.0,0.8080059671518203,0.8117697816873259
46.0,0.7990733037538623,0.8197371315410019
47.0,0.8164744580367864,0.809928349531969
48.0,0.7756509571172743,0.8382580944084309
49.0,0.8212679826617265,0.8104259877691247
50.0,0.8266830226410263,0.8085364874988045
51.0,0.8393724342161086,0.8014599822555057
52.0,0.761376044617112,0.8528870335616153
53.0,0.7905231956177123,0.8369508016300273
54.0,0.7837732565656435,0.842487704690678
55.0,0.8188107405872105,0.8221641450673075
56.0,0.8383579441166977,0.8106993290265956
57.0,0.8680309356782681,0.7908993008260224
58.0,0.888075271233249,0.776566421515944
59.0,0.886057684227938,0.7799743831015522
60.0,0.9016428169826348,0.7682577254854581
61.0,0.9145367674932716,0.7578861012763595
62.0,0.9053969672124187,0.7682691481202334
63.0,0.909629942529925,0.7660250879891236
64.0,0.9311844847211901,0.7457399384597463
65.0,0.9110525170157376,0.7679470574432092
66.0,0.8960930936206362,0.7827164825082551
67.0,0.9055131722123553,0.7760755308252858
68.0,0.9396106328143072,0.7427682585011398
69.0,0.9492866482996042,0.7321037379114514
70.0,0.9488505617162053,0.7343498167825061
71.0,0.9422866408810222,0.7443418681629941
72.0,0.953924549422299,0.7305699296732014
